Sentence text,Aspect text,Aspect position,Polarity,Position
delivery can be spot on or lacking depending on the weather and the day of the week,delivery,"[0, 1]",negative,1318
delivery guy sometimes get upset if you don t tip more than 10,delivery guy,"[0, 2]",negative,1319
best sushi ever,sushi,"[1, 2]",positive,1320
this place has ruined me for neighborhood sushi,sushi,"[7, 8]",positive,1321
excellent sashimi and the millennium roll is beyond delicious,sashimi,"[1, 2]",positive,1322
excellent sashimi and the millennium roll is beyond delicious,millennium roll,"[4, 6]",positive,1323
the place is a bit hidden away but once you get there it s all worth it,place,"[1, 2]",neutral,1324
the place is a bit hidden away but once you get there it s all worth it,place,"[1, 2]",positive,1325
not only is the food,food,"[4, 5]",positive,1326
the waiter was attentive the food was delicious and the views of the city were great,waiter,"[1, 2]",positive,1327
the waiter was attentive the food was delicious and the views of the city were great,food,"[5, 6]",positive,1328
the waiter was attentive the food was delicious and the views of the city were great,views of the city,"[10, 14]",positive,1329
great place to relax and enjoy your dinner,place,"[1, 2]",positive,1330
there is something about their atmosphere that makes me come back nearly every week,atmosphere,"[5, 6]",positive,1331
place is open till late no dress code,place,"[0, 1]",positive,1332
good food my favorite is the seafood spaghetti,food,"[1, 2]",positive,1333
good food my favorite is the seafood spaghetti,seafood spaghetti,"[6, 8]",positive,1334
excellent food for great prices,food,"[1, 2]",positive,1335
excellent food for great prices,food,"[1, 2]",positive,1336
the wait staff is very courteous and accomodating,wait staff,"[1, 3]",positive,1337
the space is limited so be prepared to wait up to 45 minutes 1 hour but be richly rewarded when you savor the delicious indo chinese food,space,"[1, 2]",negative,1338
the space is limited so be prepared to wait up to 45 minutes 1 hour but be richly rewarded when you savor the delicious indo chinese food,indo chinese food,"[24, 27]",positive,1339
my favorite place lol,place,"[2, 3]",positive,1340
i love their chicken pasta cant remember the name but is sooo good,chicken pasta,"[3, 5]",positive,1341
im not necessarily fanatical about this place but it was a fun time for low pirces,place,"[6, 7]",positive,1342
im not necessarily fanatical about this place but it was a fun time for low pirces,place,"[6, 7]",positive,1343
lobster was good nothing spectacular,lobster,"[0, 1]",neutral,1344
its just a fun place to go not a five star restaraunt,restaraunt,"[11, 12]",neutral,1345
i think the pizza is so overrated and was under cooked,pizza,"[3, 4]",negative,1346
had no flavor and the staff is rude and not attentive,staff,"[5, 6]",negative,1347
i love this place,place,"[3, 4]",positive,1348
the service was quick and friendly,service,"[1, 2]",positive,1349
i thought the restaurant was nice and clean,restaurant,"[3, 4]",positive,1350
i thought the restaurant was nice and clean,restaurant,"[3, 4]",positive,1351
i ordered the vitello alla marsala and i was pretty impressed,vitello alla marsala,"[3, 6]",positive,1352
the veal and the mushrooms were cooked perfectly,veal,"[1, 2]",positive,1353
the veal and the mushrooms were cooked perfectly,mushrooms,"[4, 5]",positive,1354
the potato balls were not dry at all in fact it was buttery,potato balls,"[1, 3]",positive,1355
worst place on smith street in brooklyn,place,"[1, 2]",negative,1356
very immature bartender didnt know how to make specific drinks service was so slowwwww the food was not fresh or warm waitresses were busy flirting with men at the bar and werent very attentive to all the customers,bartender,"[2, 3]",negative,1357
very immature bartender didnt know how to make specific drinks service was so slowwwww the food was not fresh or warm waitresses were busy flirting with men at the bar and werent very attentive to all the customers,service,"[10, 11]",negative,1358
very immature bartender didnt know how to make specific drinks service was so slowwwww the food was not fresh or warm waitresses were busy flirting with men at the bar and werent very attentive to all the customers,food,"[15, 16]",negative,1359
very immature bartender didnt know how to make specific drinks service was so slowwwww the food was not fresh or warm waitresses were busy flirting with men at the bar and werent very attentive to all the customers,waitresses,"[21, 22]",negative,1360
i would never recommend this place to anybody even for a casual dinner,place,"[5, 6]",negative,1361
the food is always fresh,food,"[1, 2]",positive,1362
overpriced japanese food with mediocre service,japanese food,"[1, 3]",negative,1363
overpriced japanese food with mediocre service,service,"[5, 6]",neutral,1364
chicken teriyaki had tomato or pimentos on top,chicken teriyaki,"[0, 2]",negative,1365
food was luke warm,food,"[0, 1]",negative,1366
the waitress was not attentive at all,waitress,"[1, 2]",negative,1367
i was looking for banana tempura for dessert and they dont have,dessert,"[7, 8]",negative,1368
not because you are the four seasons you are allowed to charge an arm and a leg for a romatic dinner,the four seasons,"[4, 7]",negative,1369
the food was excellent as well as service however i left the four seasons very dissappointed,food,"[1, 2]",positive,1370
the food was excellent as well as service however i left the four seasons very dissappointed,service,"[7, 8]",positive,1371
the food was excellent as well as service however i left the four seasons very dissappointed,the four seasons,"[11, 14]",negative,1372
i do not think dinner in manhattan should cost 400 00 where i am not swept off my feet,dinner,"[4, 5]",negative,1373
red dragon roll my favorite thing to eat of any food group hands down,red dragon roll,"[0, 3]",positive,1374
just go to yamato and order the red dragon roll,yamato,"[3, 4]",positive,1375
just go to yamato and order the red dragon roll,red dragon roll,"[7, 10]",positive,1376
the seafood dynamite is also otherworldly,seafood dynamite,"[1, 3]",positive,1377
favorite sushi in nyc,sushi,"[1, 2]",positive,1378
an unpretentious spot in park slope the sushi is consistently good the service is pleasant effective and unassuming,spot,"[2, 3]",positive,1379
an unpretentious spot in park slope the sushi is consistently good the service is pleasant effective and unassuming,sushi,"[7, 8]",positive,1380
an unpretentious spot in park slope the sushi is consistently good the service is pleasant effective and unassuming,service,"[12, 13]",positive,1381
in the summer months the back garden area is really nice,back garden area,"[5, 8]",positive,1382
the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious japanese food,rolls,"[1, 2]",positive,1383
the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious japanese food,japanese food,"[20, 22]",positive,1384
the rolls are creative and i have yet to find another sushi place that serves up more inventive yet delicious japanese food,japanese food,"[20, 22]",positive,1385
the dancing white river and millenium rolls are musts,dancing white river and millenium rolls,"[1, 7]",positive,1386
i can eat here every day of the week really lol love this place,place,"[13, 14]",positive,1387
gross food wow,food,"[1, 2]",negative,1388
i can t remember the last time i had such gross food in new york,food,"[11, 12]",negative,1389
my quesadilla tasted like it had been made by a three year old with no sense of proportion or flavor,quesadilla,"[1, 2]",negative,1390
my quesadilla tasted like it had been made by a three year old with no sense of proportion or flavor,quesadilla,"[1, 2]",negative,1391
and 11 for a plate of bland guacamole,guacamole,"[7, 8]",negative,1392
and 11 for a plate of bland guacamole,guacamole,"[7, 8]",negative,1393
don t get me started on the margaritas either,margaritas,"[7, 8]",negative,1394
oh and i never write reviews i just was so moved by how bad this place was i felt it was my duty to spread the word,place,"[15, 16]",negative,1395
great indian food,indian food,"[1, 3]",positive,1396
the food was good the place was clean and affordable,food,"[1, 2]",positive,1397
the food was good the place was clean and affordable,place,"[5, 6]",positive,1398
